"SystemName","status","OperatingSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"Symphonic","Abandoned","linux/mac/windows","end-users-desktop","mp3","Chinese (Simplified)/English/French/German/Russian/Spanish/Swedish/Turkish","java","java-swing","2015-09-04","gnu-general-public-license-version-2.0-(gplv2)"
"FullSync","Beta","linux/mac/windows","advanced-end-users/developers/end-users-desktop/information-technology/system-administrators","backup/file-transfer-protocol-(ftp)/site-management","Arabic/English/French/German/Greek/Italian/Spanish","java","cocoa-(macos-x)/command-line/java-swt/non-interactive-(daemon)/win32-(ms-windows)/x-window-system-(x11)","2019-10-21","gnu-general-public-license-version-2.0-(gplv2)"
"Pixie","Beta","bsd/linux/mac/windows","developers/education/information-technology/science-research","3d-rendering","English","c/c++","win32-(ms-windows)/x-window-system-(x11)","2016-02-16","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"imgSeek - Intelligent image database","Beta","bsd/linux/windows","end-users-desktop","database/viewers","English","c++/python","win32-(ms-windows)/x-window-system-(x11)","2013-04-26","gnu-general-public-license-version-2.0-(gplv2)"
"Div/er","Beta","linux/windows","developers","case/debuggers/profiling","English","c++/java","eclipse","2013-06-05","eclipse-public-license"
"Cxbx : The Xbox Emulator","Beta","windows","developers/end-users-desktop/information-technology","emulators/games-entertainment","English","assembly/c/c++","win32-(ms-windows)","2016-09-13","gnu-general-public-license-version-2.0-(gplv2)"
"Lubbo's MacBook Pro Fan Control","Inactive","windows","end-users-desktop","hardware","English","c++","command-line/win32-(ms-windows)","2018-02-09","gnu-general-public-license-version-2.0-(gplv2)"
"CHM Reader","Beta","linux/mac/windows","end-users-desktop","browsers","English","c++/javascript","plugins","2013-04-26","gnu-general-public-license-version-2.0-(gplv2)/mozilla-public-license-1.0-(mpl)"
"MPC Maid","Beta","linux/mac/windows","end-users-desktop","analysis/audio-conversion/editors","English","java","java-swing","2017-04-06","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Argentum Online","Beta","windows","developers/end-users-desktop","mmorpg/multi-user-dungeons-(mud)/role-playing","Spanish","visual-basic","win32-(ms-windows)","2014-06-11","gnu-general-public-license-version-2.0-(gplv2)/other-license"
"FCSalyzer","Alpha","linux/mac/windows","science-research","scientific-engineering","English","java","java-swing","2019-09-15","gnu-general-public-license-version-3.0-(gplv3)"
"eMule for Linux","Alpha","bsd/linux","end-users-desktop","file-sharing","English","c++","x-window-system-(x11)","2013-04-08","gnu-general-public-license-version-2.0-(gplv2)"
"Yet Another APRS Client","Beta","bsd/linux/mac/windows","advanced-end-users/developers/end-users-desktop","gis/ham-radio","English/German","java","java-swing","2020-03-26","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"freediag: Vehicle Diagnostics Suite","Beta","bsd/linux/windows","advanced-end-users/developers/end-users-desktop","communications","English","c","command-line/console-terminal","2018-11-27","gnu-general-public-license-version-2.0-(gplv2)"
"Boa Constructor - wxPython GUI Builder","Beta","bsd/linux/mac/windows","developers","code-generators/debuggers/integrated-development-environments-(ide)","Afrikaans/Brazilian Portuguese/Chinese (Simplified)/English/French/German/Italian/Spanish","python","carbon-(mac-os-x)/win32-(ms-windows)/wxwidgets/x-window-system-(x11)","2013-05-01","gnu-general-public-license-version-2.0-(gplv2)"
"RecordEditor","Beta","bsd/linux/mac/windows","advanced-end-users/developers/information-technology/quality-engineers/testers","data-formats/mainframes/testing/text-editors","English","java","java-swing","2020-03-17","gnu-general-public-license-version-2.0-(gplv2)"
"Lynkeos","Beta","mac","education/other-audience/science-research","astronomy/graphics-conversion","English/French/Italian/Spanish","c","cocoa-(macos-x)","2019-11-22","gnu-general-public-license-version-2.0-(gplv2)"
"VFront","Beta","linux/mac/windows","advanced-end-users/developers/information-technology/system-administrators","front-ends","English/German/Italian/Slovak","javascript/php","web-based","2017-07-07","gnu-general-public-license-version-2.0-(gplv2)"
"Ultimate Process Killer","Beta","windows","end-users-desktop","filesystems","English","visual-basic-.net","win32-(ms-windows)","2014-12-27","gnu-general-public-license-version-2.0-(gplv2)"
"LinPHA PHP Photo Gallery","Inactive","linux/mac/solaris/windows","customer-service/end-users-desktop/system-administrators","archiving/digital-camera/display/dynamic-content/presentation/viewers","Chinese (Simplified)/Czech/Danish/Dutch/English/French/German/Italian/Japanese/Norwegian/Spanish","javascript/php","web-based","2013-04-25","gnu-general-public-license-version-2.0-(gplv2)"
"Internet DJ Console","Beta","linux","end-users-desktop","capture-recording/mixers/streaming","English/French/Italian","c/python","gtk+","4 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"VTun - Virtual Tunnels","Inactive","bsd/linux/mac/solaris","developers/other-audience/system-administrators","communications/firewalls/internet","English","c","non-interactive-(daemon)","2018-09-23","gnu-general-public-license-version-2.0-(gplv2)"
"Biogenesis","Beta","linux/mac/windows","education/end-users-desktop/science-research","education/intelligent-agents/simulation","Catalan/English/German/Portuguese/Russian/Spanish","java","java-swing","2020-04-13","gnu-general-public-license-version-2.0-(gplv2)"
"xarchiver","Abandoned","linux","end-users-desktop","file-management","German/Russian","c","gtk+","2020-03-11","gnu-general-public-license-version-2.0-(gplv2)"
"IEDExplorer","Beta","windows","engineering","communications/scada/test-and-measurement","English","c#",".net-mono","2020-03-28","gnu-general-public-license-version-3.0-(gplv3)"
"phpESP - php Easy Survey Package","Inactive","linux/mac/windows","developers/other-audience","communications/dynamic-content","English","php","web-based","2013-04-30","bsd-license"
"B-processor","Pre-Alpha","linux/mac/windows","end-users-desktop","3d-modeling","English","java","java-swing","2015-11-15","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Odamex","Beta","bsd/linux/mac/windows","developers/end-users-desktop","first-person-shooters/internet/multiplayer","English","c++","project-is-a-3d-engine/sdl/wxwidgets","2020-04-04","gnu-general-public-license-version-2.0-(gplv2)"
"Frinika","Beta","linux/mac/windows","end-users-desktop","capture-recording/editors/midi/sound-synthesis","English","java","java-swing","2017-11-04","gnu-general-public-license-version-2.0-(gplv2)"
"freeLib","Abandoned","linux/mac/windows","end-users-desktop","library","Russian","c++","qt","2019-10-30","other-license"
"ToxTrac","Beta","windows","agriculture/education/engineering/science-research","earth-sciences/ecosystem-sciences/physics","English","c++","excel/qt","7 hours ago","gnu-general-public-license-version-3.0-(gplv3)"
"Open SS7","Planning","bsd/linux/windows","end-users-desktop/other-audience","telephony","English","c++","non-interactive-(daemon)","2013-02-21","artistic-license"
"fuse-ext2","Beta","bsd/linux/mac","advanced-end-users/developers/end-users-desktop/system-administrators","filesystems","English","c","cocoa-(macos-x)/command-line/non-interactive-(daemon)","2015-03-26","gnu-general-public-license-version-2.0-(gplv2)"
"Syllable Desktop operating system","Beta","bsd/linux","developers/end-users-desktop/system-administrators","desktop-environment/linux/os-distribution","Brazilian Portuguese/Bulgarian/Chinese (Simplified)/Danish/Dutch/English/French/German/Greek/Hungarian/Italian/Lithuanian/Polish/Romanian/Russian/Spanish/Swedish","assembly/c/c++/unix-shell","curses-ncurses/other-toolkit/sdl","2013-05-02","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/mit-license"
"TiEmu - a TI89(ti)/92(+)/V200 emulator.","Beta","bsd/linux/windows","education/end-users-desktop","education/scientific-engineering/virtual-machines","English","c","gtk+/win32-(ms-windows)/x-window-system-(x11)","2015-10-18","gnu-general-public-license-version-2.0-(gplv2)"
"TexGen","Beta","linux/windows","advanced-end-users/developers/end-users-desktop/manufacturing","computer-aided-technologies-(cadd-cam-cae)/simulations/visualization","English","c++/python","wxwidgets","2020-03-11","gnu-general-public-license-version-2.0-(gplv2)"
"WinBar","Beta","windows","advanced-end-users/end-users-desktop/system-administrators","desktop-environment","Dutch/English","c","win32-(ms-windows)","2013-05-02","gnu-general-public-license-version-3.0-(gplv3)"
"Nester - NES Emulator for Windows","Beta","windows","end-users-desktop","emulators/games-entertainment","English","c++","win32-(ms-windows)","2018-09-03","gnu-general-public-license-version-2.0-(gplv2)"
"WPSPin","Beta","android","security/security-professionals/telecommunications-industry","communications/database","Spanish","java","java-awt/java-swt/tabletpc","2016-01-13","other-license"
"Unvanquished","Alpha","linux/mac/windows","end-users-desktop","first-person-shooters/real-time-strategy/real-time-tactical","French/Galician/German/Polish/Russian/Spanish/Ukrainian","c/c++","opengl","2020-01-27","creative-commons-attribution-license/gnu-general-public-license-version-3.0-(gplv3)"
"Dual Clip Translator","Beta","linux/windows","developers/education/end-users-desktop/other-audience","languages","English/Spanish","java","java-swing","2019-08-05","gnu-general-public-license-version-2.0-(gplv2)"
"P2PVPN","Beta","linux/windows","end-users-desktop","internet","English","c/java","java-swing","2013-04-29","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Kino","Abandoned","linux","end-users-desktop","non-linear-editor","Czech/Danish/French/German/Hungarian/Italian/Norwegian/Russian/Spanish/Swedish","c/c++","gtk+/x-window-system-(x11)","2019-05-01","gnu-general-public-license-version-2.0-(gplv2)"
"PocketMine-MP","Abandoned","linux/mac/windows","advanced-end-users/end-users-desktop","multiplayer","English","php","command-line/console-terminal","2015-04-19","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Syntek Semicon DC-1125 Driver","Beta","bsd/linux","advanced-end-users/developers/end-users-desktop","hardware-drivers/video","English","c","command-line/non-interactive-(daemon)","2013-04-25","bsd-license/gnu-general-public-license-version-2.0-(gplv2)"
"PDF Clown","Beta","linux/mac/windows","developers","dynamic-content/presentation/text-processing","English","c#/java","command-line","2015-11-26","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"PHP Triad for Windows","Beta","windows","developers","cgi-tools-libraries/http-servers","English","php","web-based/win32-(ms-windows)","2013-04-10","osi-approved-open-source"
"RapidCRC","Beta","windows","end-users-desktop","archiving/file-sharing/other-nonlisted-topic","English","assembly/c","win32-(ms-windows)","2013-03-07","gnu-general-public-license-version-2.0-(gplv2)"
"sSocks (Socks5 Server)","Pre-Alpha","bsd/linux","system-administrators","internet","English","c","command-line","2016-11-27","mit-license"
"Skype Audio Player","Alpha","windows","end-users-desktop","internet-phone/players","English","c++","win32-(ms-windows)","2015-07-31","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"free heroes2 engine","Beta","android/bsd/linux/windows","developers","turn-based-strategy","English","c++","sdl","2018-01-22","gnu-general-public-license-version-2.0-(gplv2)"
"WinPrint","Beta","windows","developers/end-users-desktop","printing/vector-based","Czech/English/Polish","c/delphi-kylix","win32-(ms-windows)","2017-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"ReadESM","Beta","linux/windows","end-users-desktop","data-formats","English/German/Hungarian/Russian/Spanish","c++","command-line/qt","2018-12-22","gnu-general-public-license-version-2.0-(gplv2)"
"HTML 2 PDF - a PHP script","Abandoned","linux/mac/windows","information-technology","cgi-tools-libraries","English","php","web-based","2013-10-08","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"NAVeGIS","Beta","windows","automotive/developers/education","gis/gps-(global-positioning-system)/mobile","English/French/German/Greek/Italian/Spanish","c++","handheld-mobile-pda","5 days ago","gnu-general-public-license-version-3.0-(gplv3)"
"Borland-style CONIO","Beta","windows","developers","software-development","English","c/c++","console-terminal/win32-(ms-windows)","2013-12-07","public-domain"
"WPSCrackGUI","Beta","linux","engineering/security","networking/password-manager/wireless","English/Spanish","visual-basic/visual-basic-.net","gnome","2016-03-03","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Coccinella","Beta","bsd/linux/windows","education/end-users-desktop/science-research","chat/conferencing/voip","Czech/Danish/Dutch/English/French/German/Italian/Korean/Polish/Russian/Spanish/Swedish","tcl","tk","2013-04-25","gnu-general-public-license-version-3.0-(gplv3)"
"Dotnet IL Editor","Planning","windows","developers","compilers/debuggers","English","c#/c++","win32-(ms-windows)","2014-09-24","gnu-general-public-license-version-2.0-(gplv2)"
"Netflix Browser","Beta","windows","non-profit-organizations","software-development","English","visual-basic","win32-(ms-windows)","2017-12-13","creative-commons-attribution-license"
"ddrescueview","Beta","linux/windows","advanced-end-users/system-administrators","data-recovery/log-analysis","English","object-pascal","win32-(ms-windows)/x-window-system-(x11)","2016-08-06","gnu-general-public-license-version-3.0-(gplv3)"
"TwoLAME","Beta","bsd/linux","developers/end-users-desktop","sound-audio","English","c","command-line","2019-10-11","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Kdenlive - KDE Non Linear Video Editor","Beta","bsd/linux","end-users-desktop","non-linear-editor","English","c++","kde","2013-06-04","gnu-general-public-license-version-2.0-(gplv2)"
"Java Decompiler","Alpha","bsd/linux/windows","developers/end-users-desktop","code-generators/integrated-development-environments-(ide)","English/Tamil","c/java","win32-(ms-windows)","2013-03-11","public-domain"
"Reloaders' Reference","Beta","linux/mac/windows","end-users-desktop/other-audience","other-nonlisted-topic","English","php/visual-basic","web-based/win32-(ms-windows)","2014-11-01","gnu-general-public-license-version-2.0-(gplv2)"
"Turquaz Financial Accounting","Beta","bsd/linux/windows","customer-service/developers/end-users-desktop/financial-and-insurance-industry/information-technology/other-audience","accounting/enterprise/erp/investment/point-of-sale","English/Turkish","java","web-based/win32-(ms-windows)/x-window-system-(x11)","2018-07-31","gnu-general-public-license-version-2.0-(gplv2)"
"SWFRIP","Beta","windows","end-users-desktop","graphics-conversion","English","c++","win32-(ms-windows)","2015-10-08","gnu-general-public-license-version-2.0-(gplv2)"
