"SystemName","status","OperationSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"ophcrack",NA,"bsd/linux/windows","developers/end-users-desktop/system-administrators","frameworks/security/systems-administration/user-interfaces","NA","c/c++/java","command-line/qt/web-based","2019-09-11","apache-license-v2.0/gnu-general-public-license-version-2.0-(gplv2)"
"libportable",NA,"NA","NA","NA","NA","NA","NA","4 hours ago","NA"
"Notepad++",NA,"windows","NA","software-development/text-editors","NA","NA","NA","2020-04-21","gnu-general-public-license-version-2.0-(gplv2)"
"TeXworks",NA,"bsd/linux/mac/windows","NA","desktop-publishing/tex-latex/text-processing","NA","NA","NA","2020-03-26","gnu-general-public-license-version-3.0-(gplv3)"
"HP Linux Imaging and Printing",NA,"linux","end-users-desktop/system-administrators","fax/hardware-drivers/printing/scanners","English","c/c++/python","console-terminal/qt/x-window-system-(x11)","2020-03-10","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/mit-license"
"mimikatz",NA,"windows","NA","cryptography/security","NA","NA","NA","2020-03-08","creative-commons-attribution-license"
"Pentaho from Hitachi Vantara",NA,"linux/mac/windows","advanced-end-users/developers/financial-and-insurance-industry/government/healthcare-industry/information-technology","business-intelligence/etl/olap","Brazilian Portuguese/Chinese (Simplified)/Dutch/English/French/Spanish","java/javascript/jsp","eclipse/java-swt/web-based","2020-04-20","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/mozilla-public-license-1.1-(mpl-1.1)"
"Jamulus - Internet Jam Session Software",NA,"linux/mac/windows","end-users-desktop","conferencing/sound-audio/streaming","English","c++","qt","6 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"Tcl",NA,"bsd/linux/mac/windows","developers/system-administrators","desktop-environment/internet/interpreters","NA","c/tcl","cocoa-(macos-x)/handheld-mobile-pda/win32-(ms-windows)/x-window-system-(x11)","2020-03-11","bsd-license"
"The Fastest Mouse Clicker for Windows",NA,"windows","developers/education/end-users-desktop/quality-engineers/testers","performance-testing","Chinese (Simplified)/English/French/German/Indonesian/Italian/Portuguese/Spanish","c/c++","win32-(ms-windows)","2020-04-22","gnu-general-public-license-version-3.0-(gplv3)"
"Jaspersoft Studio",NA,"NA","advanced-end-users/developers/end-users-desktop","business-intelligence/design/report-generators","NA","java","java-swt","2020-03-31","eclipse-public-license"
"x64dbg",NA,"windows","developers/science-research/security/security-professionals","debuggers/security","Arabic/Brazilian Portuguese/Chinese (Simplified)/Chinese (Traditional)/Dutch/English/French/German/Italian/Japanese/Korean/Norwegian/Persian/Polish/Portuguese/Russian/Spanish/Turkish","c++","qt","9 hours ago","gnu-general-public-license-version-3.0-(gplv3)"
"Ext2 File System Driver for Windows",NA,"windows","advanced-end-users/developers","filesystems","Chinese (Simplified)/English","c/c++","command-line/win32-(ms-windows)","2017-11-02","gnu-general-public-license-version-2.0-(gplv2)"
"Apache OpenOffice Extensions",NA,"NA","NA","NA","NA","NA","NA","4 days ago","NA"
"PHP Installer MSI",NA,"windows","information-technology","NA","NA","NA","NA","2017-07-11","php-license"
"LOIC",NA,"bsd/linux/windows","advanced-end-users/end-users-desktop/system-administrators","security","Chinese (Simplified)/English","c#",".net-mono","2014-12-13","public-domain"
"Catacombae",NA,"linux/mac/windows","end-users-desktop","filesystems","NA","c/java","java-swing","2018-01-17","gnu-general-public-license-version-2.0-(gplv2)/gnu-general-public-license-version-3.0-(gplv3)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Logisim",NA,"linux/mac/windows","education","education/simulations","English/German/Greek/Portuguese/Russian/Spanish","java","java-swing","2013-04-29","gnu-general-public-license-version-2.0-(gplv2)"
"ReactOS","Alpha","NA","advanced-end-users/developers","operating-system-kernels","NA","assembly/c","project-is-a-user-interface-(ui)-system/project-is-a-window-manager/win32-(ms-windows)","7 hours ago","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"vJoy",NA,"windows","advanced-end-users/developers","flight-simulator/hardware-drivers","NA","c/c++","non-interactive-(daemon)","2020-03-06","public-domain"
"bpaplugins",NA,"NA","NA","NA","NA","NA","NA","2020-04-09","NA"
"Octave Forge",NA,"NA","developers/education/end-users-desktop/engineering/science-research","libraries/scientific-engineering","NA","c/c++/matlab","NA","18 hours ago","NA"
"net-snmp",NA,"bsd/linux/windows","developers/system-administrators","internet/monitoring","NA","c/perl","non-interactive-(daemon)/x-window-system-(x11)","7 hours ago","bsd-license"
"re2c scanner generator",NA,"linux/mac/windows","developers","code-generators","NA","c/c++","command-line","2019-12-14","public-domain"
"plantuml",NA,"NA","NA","documentation/modeling/uml","NA","java","console-terminal","4 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"JSToolNpp",NA,"windows","developers","code-generators","English","c++","plugins","2020-02-04","gnu-general-public-license-version-2.0-(gplv2)"
"AppServ",NA,"bsd/linux/windows","developers/other-audience/system-administrators","database-engines-servers/http-servers/site-management","NA","php","NA","2019-11-08","gnu-general-public-license-version-2.0-(gplv2)"
"Skim",NA,"mac","education/science-research","scientific-engineering/viewers","Dutch/English/French/German/Italian/Russian/Spanish","NA","cocoa-(macos-x)","3 hours ago","bsd-license"
"Ditto",NA,"windows","developers/end-users-desktop","desktop-environment","Dutch/English/French/German/Italian/Polish/Portuguese/Spanish","c++","win32-(ms-windows)","2020-04-22","gnu-general-public-license-version-3.0-(gplv3)"
"OnixOS",NA,"linux","advanced-end-users/developers/end-users-desktop/system-administrators","languages/linux","English/Turkish","c++","command-line/console-terminal/gtk+/qt/x-window-system-(x11)","2020-04-04","mit-license"
"Borderless Gaming",NA,"windows","NA","games-entertainment/window-managers","NA","NA","NA","2019-09-29","gnu-general-public-license-version-2.0-(gplv2)"
"TV-Browser - A free EPG",NA,"linux/mac/windows","end-users-desktop","games-entertainment/internet/multimedia","Danish/English/German/Slovak/Swedish","java","java-swing","2020-04-21","gnu-general-public-license-version-3.0-(gplv3)"
"VcXsrv Windows X Server",NA,"windows","advanced-end-users/developers/end-users-desktop/system-administrators","terminal-emulators-x-terminals/window-managers","NA","c/c++","opengl/project-is-a-window-manager/win32-(ms-windows)/x-window-system-(x11)","2020-04-15","gnu-general-public-license-version-3.0-(gplv3)"
"ProjectLibre - Project Management",NA,"bsd/linux/mac/solaris/windows","developers/end-users-desktop/engineering/government/information-technology/management","office-business/office-suites/project-management","Arabic/Chinese (Simplified)/Czech/Dutch/English/Finnish/French/Galician/German/Hindi/Italian/Japanese/Korean/Persian/Polish/Portuguese/Russian/Slovak/Spanish/Swedish/Ukrainian","java","NA","2020-04-11","common-public-attribution-license-1.0-(cpal)"
"NSIS: Nullsoft Scriptable Install System",NA,"bsd/linux/windows","developers/information-technology/system-administrators","build-tools/installation-setup/software-distribution","Afrikaans/Albanian/Arabic/Bosnian/Bulgarian/Catalan/Chinese (Simplified)/Chinese (Traditional)/Croatian/Czech/Danish/Dutch/English/Estonian/Finnish/French/German/Greek/Hebrew/Hungarian/Indonesian/Irish Gaelic/Italian/Japanese/Korean/Latvian/Lithuanian/Macedonian/Mongolian/Norwegian/Persian/Polish/Portuguese/Romanian/Russian/Serbian/Slovene/Spanish/Swedish/Thai/Turkish/Ukrainian","c/c++","command-line/win32-(ms-windows)","3 days ago","zlib-libpng-license"
"GeoServer",NA,"linux/mac/windows","other-audience","gis/http-servers/visualization","English","java","non-interactive-(daemon)/web-based","2020-04-19","gnu-general-public-license-version-2.0-(gplv2)"
"LMS plugins",NA,"NA","NA","NA","NA","NA","NA","2020-04-21","NA"
"Wineskin",NA,"mac","advanced-end-users/developers/end-users-desktop","other-nonlisted-topic/software-development","NA","NA","cocoa-(macos-x)/x-window-system-(x11)","2015-11-04","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"S.M.A.R.T. Monitoring Tools",NA,"bsd/linux/mac/solaris/windows","customer-service/end-users-desktop/system-administrators","clustering/hardware/logging/systems-administration","English","c/c++","command-line/non-interactive-(daemon)","7 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"XMLTV",NA,"bsd/linux/windows","end-users-desktop/information-technology/other-audience","games-entertainment/home-theater-pc/xml","English","perl/unix-shell","command-line/tk","2019-01-06","gnu-general-public-license-version-2.0-(gplv2)/public-domain"
"Freeplane",NA,"linux/mac/windows","education/end-users-desktop/information-technology/management/science-research","knowledge-management/office-suites/project-management","Chinese (Simplified)/Croatian/Dutch/English/French/German/Italian/Japanese/Polish/Russian/Serbian/Spanish/Swedish","java","java-swing","2020-04-21","gnu-general-public-license-version-2.0-(gplv2)"
"Eraser",NA,"windows","advanced-end-users/end-users-desktop/system-administrators","security","English","c#/c++",".net-mono/command-line/win32-(ms-windows)","2019-08-18","gnu-general-public-license-version-3.0-(gplv3)"
"Paintbrush",NA,"mac","end-users-desktop","raster-based","English","NA","cocoa-(macos-x)","2019-09-15","gnu-general-public-license-version-3.0-(gplv3)"
"GPT fdisk",NA,"bsd/linux/mac/windows","system-administrators","storage/systems-administration","NA","c++","command-line/console-terminal","2020-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"boot-repair-disk",NA,"NA","NA","init","NA","NA","NA","2017-12-19","NA"
"Auto Keyboard Presser",NA,"windows","NA","desktop-environment/mmorpg/multi-user-dungeons-(mud)","NA","NA","NA","2017-12-28","creative-commons-attribution-license"
"PAC Manager",NA,"linux","advanced-end-users/developers/management/system-administrators","password-manager/ssh-(secure-shell)/terminals","English","perl","gnome/gtk+","2016-12-12","gnu-general-public-license-version-3.0-(gplv3)"
"BlissOS-x86",NA,"android","NA","NA","NA","NA","NA","2020-04-14","apache-license-v2.0"
"butt (broadcast using this tool)",NA,"linux/mac/windows","end-users-desktop","capture-recording/streaming","NA","c/c++","fltk","6 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"Laragon",NA,"windows","NA","agile-development-tools/git/integrated-development-environments-(ide)","NA","NA","NA","2019-09-14","mit-license"
"avidemux","Beta","bsd/linux","end-users-desktop","non-linear-editor","English","c++","x-window-system-(x11)","2019-08-31","gnu-general-public-license-version-2.0-(gplv2)"
"EXP Soundboard",NA,"linux/mac/windows","end-users-desktop","mixers/players/sound-audio","NA","java","java-swing","2016-06-13","creative-commons-attribution-sharealike-license-v3.0/other-license"
"Technobuzznet",NA,"NA","NA","NA","NA","NA","NA","1 hour ago","NA"
"DxWnd","Beta","windows","NA","presentation/user-interfaces","NA","c++","win32-(ms-windows)","2020-04-16","NA"
"wxWidgets",NA,"bsd/linux/mac/windows","developers","frameworks","Chinese (Simplified)/French/German/Greek/Hungarian/Italian/Japanese/Norwegian/Polish/Portuguese/Russian/Slovene/Spanish/Swedish/Turkish","c++/perl/python","carbon-(mac-os-x)/cocoa-(macos-x)/handheld-mobile-pda/win32-(ms-windows)/wxwidgets/x-window-system-(x11)","2015-02-09","wxwindows-library-licence"
"FlightGear - Flight Simulator",NA,"bsd/linux/mac/windows","developers/end-users-desktop","3d-rendering/simulation/visualization","English","c++/javascript","web-based/x-window-system-(x11)","2 hours ago","gnu-general-public-license-version-2.0-(gplv2)"
"Double Commander","Beta","bsd/linux/mac/windows","end-users-desktop","archiving/file-management","Bulgarian/Chinese (Simplified)/Czech/Dutch/English/German/Hungarian/Russian/Spanish/Ukrainian","free-pascal/lazarus/object-pascal/pascal","carbon-(mac-os-x)/cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2 days ago","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"CrackLib",NA,"bsd/linux","advanced-end-users/management/system-administrators","authentication-directory/libraries/security","NA","c/python","command-line/plugins","2015-08-18","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Fast Mouse Clicker","Beta","windows","advanced-end-users/developers/information-technology/quality-engineers","performance-testing","NA","c/c++","win32-(ms-windows)","2016-11-17","gnu-general-public-license-version-2.0-(gplv2)"
"VASSAL Engine",NA,"linux/mac/windows","end-users-desktop","board-games/simulation/turn-based-strategy","Dutch/English/French/German/Italian/Japanese/Spanish","java","java-swing","2 hours ago","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"TuxGuitar","Beta","linux/mac/windows","end-users-desktop","editors/midi/players","NA","java","java-swt","2019-12-12","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"The OpenGL Extension Wrangler Library",NA,"bsd/linux/mac/solaris/windows","developers/education/science-research","3d-rendering/libraries","English","c/c++","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2020-03-16","bsd-license/mit-license"
"gretl",NA,"bsd/linux/mac/windows","education/end-users-desktop/financial-and-insurance-industry/science-research","information-analysis/simulations/statistics","Albanian/Basque (Euskara)/Brazilian Portuguese/Bulgarian/Catalan/Chinese (Traditional)/Czech/English/French/Galician/German/Greek/Italian/Polish/Portuguese/Russian/Spanish/Turkish","c","command-line/gtk+/win32-(ms-windows)/x-window-system-(x11)","4 hours ago","gnu-general-public-license-version-3.0-(gplv3)"
"gnuplot",NA,"bsd/linux/mac/windows","advanced-end-users/end-users-desktop/science-research/system-administrators","education/graphics/mathematics/visualization","NA","c","command-line/console-terminal/win32-(ms-windows)/wxwidgets/x-window-system-(x11)","21 hours ago","other-license"
"JPEGView - Image Viewer and Editor",NA,"windows","end-users-desktop","viewers","Basque (Euskara)/Belarusian/Brazilian Portuguese/Chinese (Simplified)/Czech/English/French/German/Greek/Italian/Japanese/Korean/Polish/Portuguese/Romanian/Russian/Spanish/Swedish/Ukrainian","c++","win32-(ms-windows)","2018-03-10","gnu-general-public-license-version-2.0-(gplv2)"
"Free Manga Downloader","Beta","NA","NA","indexing-search/internet/www-http","English/Indonesian","free-pascal/object-pascal","win32-(ms-windows)/windows-aero","2019-01-08","gnu-general-public-license-version-2.0-(gplv2)"
"Maxima -- GPL CAS based on DOE-MACSYMA",NA,"bsd/linux/windows","education/end-users-desktop/engineering/science-research","mathematics/visualization","English/Portuguese/Spanish","c/lisp/tcl","console-terminal/tk/win32-(ms-windows)/x-window-system-(x11)","24 hours ago","gnu-general-public-license-version-2.0-(gplv2)"
"CamStudio - Screen Recorder",NA,"windows","end-users-desktop","screen-capture/video-capture","NA","c++","win32-(ms-windows)","2016-07-17","gnu-general-public-license-version-2.0-(gplv2)"
"Super Audio CD Decoder","Inactive","windows","end-users-desktop","sound-audio","NA","c/c++","NA","2020-04-10","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"K-Meleon",NA,"windows","end-users-desktop","browsers","NA","c++","win32-(ms-windows)","2017-07-13","gnu-general-public-license-version-2.0-(gplv2)"
"Bootleggers ROM",NA,"android","end-users-desktop","system","NA","NA","NA","1 day ago","NA"
"UNetbootin",NA,"NA","NA","NA","NA","NA","NA","2020-01-21","NA"
"GnuCash",NA,"bsd/linux/mac/windows","end-users-desktop","accounting/gnome/personal-finance","Arabic/Brazilian Portuguese/Bulgarian/Catalan/Chinese (Simplified)/Chinese (Traditional)/Croatian/Danish/Dutch/Finnish/French/German/Hebrew/Hindi/Hungarian/Italian/Japanese/Latvian/Lithuanian/Marathi/Polish/Portuguese/Russian/Serbian/Spanish/Tamil/Telugu/Turkish/Ukrainian/Urdu","c/perl","gnome/gtk+","3 days ago","gnu-general-public-license-version-2.0-(gplv2)/gnu-general-public-license-version-3.0-(gplv3)"
